port_transport_number;port;transport;transport_number;service_name;description
2312_17;2312;udp;17;wanscaler;WANScaler Communication Service
2313_6;2313;tcp;6;iapp;IAPP (Inter Access Point Protocol)
2313_17;2313;udp;17;iapp;IAPP (Inter Access Point Protocol)
2314_6;2314;tcp;6;cr-websystems;CR WebSystems
2314_17;2314;udp;17;cr-websystems;CR WebSystems
2315_6;2315;tcp;6;precise-sft;Precise Sft.
2315_17;2315;udp;17;precise-sft;Precise Sft.
2316_6;2316;tcp;6;sent-lm;SENT License Manager
2316_17;2316;udp;17;sent-lm;SENT License Manager
2317_6;2317;tcp;6;attachmate-g32;Attachmate G32
2317_17;2317;udp;17;attachmate-g32;Attachmate G32
2318_6;2318;tcp;6;cadencecontrol;Cadence Control
2318_17;2318;udp;17;cadencecontrol;Cadence Control
2319_6;2319;tcp;6;infolibria;InfoLibria
2319_17;2319;udp;17;infolibria;InfoLibria
2320_6;2320;tcp;6;siebel-ns;Siebel NS
2320_17;2320;udp;17;siebel-ns;Siebel NS
2321_6;2321;tcp;6;rdlap;RDLAP
2321_17;2321;udp;17;rdlap;RDLAP
2322_6;2322;tcp;6;ofsd;ofsd
2322_17;2322;udp;17;ofsd;ofsd
2323_6;2323;tcp;6;3d-nfsd;3d-nfsd
2323_17;2323;udp;17;3d-nfsd;3d-nfsd
2324_6;2324;tcp;6;cosmocall;Cosmocall
2324_17;2324;udp;17;cosmocall;Cosmocall
2325_6;2325;tcp;6;ansysli;ANSYS Licensing Interconnect
2325_17;2325;udp;17;ansysli;ANSYS Licensing Interconnect
2326_6;2326;tcp;6;idcp;IDCP
2326_17;2326;udp;17;idcp;IDCP
2327_6;2327;tcp;6;xingcsm;xingcsm
2327_17;2327;udp;17;xingcsm;xingcsm
2328_6;2328;tcp;6;netrix-sftm;Netrix SFTM
2328_17;2328;udp;17;netrix-sftm;Netrix SFTM
2329_6;2329;tcp;6;nvd;NVD
2329_17;2329;udp;17;nvd;NVD
2330_6;2330;tcp;6;tscchat;TSCCHAT
2330_17;2330;udp;17;tscchat;TSCCHAT
2331_6;2331;tcp;6;agentview;AGENTVIEW
2331_17;2331;udp;17;agentview;AGENTVIEW
2332_6;2332;tcp;6;rcc-host;RCC Host
2332_17;2332;udp;17;rcc-host;RCC Host
2333_6;2333;tcp;6;snapp;SNAPP
2333_17;2333;udp;17;snapp;SNAPP
2334_6;2334;tcp;6;ace-client;ACE Client Auth
2334_17;2334;udp;17;ace-client;ACE Client Auth
2335_6;2335;tcp;6;ace-proxy;ACE Proxy
2335_17;2335;udp;17;ace-proxy;ACE Proxy
2336_6;2336;tcp;6;appleugcontrol;Apple UG Control
2336_17;2336;udp;17;appleugcontrol;Apple UG Control
2337_6;2337;tcp;6;ideesrv;ideesrv
2337_17;2337;udp;17;ideesrv;ideesrv
2338_6;2338;tcp;6;norton-lambert;Norton Lambert
2338_17;2338;udp;17;norton-lambert;Norton Lambert
2339_6;2339;tcp;6;3com-webview;3Com WebView
2339_17;2339;udp;17;3com-webview;3Com WebView
2341_6;2341;tcp;6;xiostatus;XIO Status
2341_17;2341;udp;17;xiostatus;XIO Status
2342_6;2342;tcp;6;manage-exec;Seagate Manage Exec
2342_17;2342;udp;17;manage-exec;Seagate Manage Exec
2343_6;2343;tcp;6;nati-logos;nati logos
2343_17;2343;udp;17;nati-logos;nati logos
2344_6;2344;tcp;6;fcmsys;fcmsys
2344_17;2344;udp;17;fcmsys;fcmsys
2345_6;2345;tcp;6;dbm;dbm
2345_17;2345;udp;17;dbm;dbm
2350_6;2350;tcp;6;psbserver;Pharos Booking Server
2350_17;2350;udp;17;psbserver;Pharos Booking Server
2351_6;2351;tcp;6;psrserver;psrserver
2351_17;2351;udp;17;psrserver;psrserver
2352_6;2352;tcp;6;pslserver;pslserver
2352_17;2352;udp;17;pslserver;pslserver
2353_6;2353;tcp;6;pspserver;pspserver
2353_17;2353;udp;17;pspserver;pspserver
2354_6;2354;tcp;6;psprserver;psprserver
2354_17;2354;udp;17;psprserver;psprserver
2355_6;2355;tcp;6;psdbserver;psdbserver
2355_17;2355;udp;17;psdbserver;psdbserver
2356_6;2356;tcp;6;gxtelmd;GXT License Managemant
2356_17;2356;udp;17;gxtelmd;GXT License Managemant
2357_6;2357;tcp;6;unihub-server;UniHub Server
2357_17;2357;udp;17;unihub-server;UniHub Server
2358_6;2358;tcp;6;futrix;Futrix
2358_17;2358;udp;17;futrix;Futrix
2359_6;2359;tcp;6;flukeserver;FlukeServer
2359_17;2359;udp;17;flukeserver;FlukeServer
2360_6;2360;tcp;6;nexstorindltd;NexstorIndLtd
2360_17;2360;udp;17;nexstorindltd;NexstorIndLtd
2361_6;2361;tcp;6;tl1;TL1
2361_17;2361;udp;17;tl1;TL1
2362_6;2362;tcp;6;digiman;digiman
2362_17;2362;udp;17;digiman;digiman
2363_6;2363;tcp;6;mediacntrlnfsd;Media Central NFSD
2363_17;2363;udp;17;mediacntrlnfsd;Media Central NFSD
2364_6;2364;tcp;6;oi-2000;OI-2000
2364_17;2364;udp;17;oi-2000;OI-2000
2365_6;2365;tcp;6;dbref;dbref
2365_17;2365;udp;17;dbref;dbref
2366_6;2366;tcp;6;qip-login;qip-login
2366_17;2366;udp;17;qip-login;qip-login
2367_6;2367;tcp;6;service-ctrl;Service Control
2367_17;2367;udp;17;service-ctrl;Service Control
2368_6;2368;tcp;6;opentable;OpenTable
2368_17;2368;udp;17;opentable;OpenTable
2370_6;2370;tcp;6;l3-hbmon;L3-HBMon
2370_17;2370;udp;17;l3-hbmon;L3-HBMon
2371_6;2371;tcp;6;rda;Remote Device Access
2371_17;2371;udp;17;;Reserved
2372_6;2372;tcp;6;lanmessenger;LanMessenger
2372_17;2372;udp;17;lanmessenger;LanMessenger
2373_6;2373;tcp;6;remographlm;Remograph License Manager
2373_17;2373;udp;17;;Reserved
2374_6;2374;tcp;6;hydra;Hydra RPC
2374_17;2374;udp;17;;Reserved
2375_6;2375;tcp;6;docker;Docker REST API (plain text)
2375_17;2375;udp;17;;Reserved
2376_6;2376;tcp;6;docker-s;Docker REST API (ssl)
2377_6;2377;tcp;6;swarm;RPC interface for Docker Swarm
2377_17;2377;udp;17;;Reserved
2378_6;2378;tcp;6;;Reserved
2378_17;2378;udp;17;dali;DALI lighting control
2379_6;2379;tcp;6;etcd-client;etcd client communication
2379_17;2379;udp;17;;Reserved
2380_6;2380;tcp;6;etcd-server;etcd server to server communication
2380_17;2380;udp;17;;Reserved
2381_6;2381;tcp;6;compaq-https;Compaq HTTPS
2381_17;2381;udp;17;compaq-https;Compaq HTTPS
2382_6;2382;tcp;6;ms-olap3;Microsoft OLAP
2382_17;2382;udp;17;ms-olap3;Microsoft OLAP
2383_6;2383;tcp;6;ms-olap4;Microsoft OLAP
2383_17;2383;udp;17;ms-olap4;Microsoft OLAP
2384_6;2384;tcp;6;sd-request;SD-REQUEST
2384_17;2384;udp;17;sd-capacity;SD-CAPACITY
2385_6;2385;tcp;6;sd-data;SD-DATA
2385_17;2385;udp;17;sd-data;SD-DATA
2386_6;2386;tcp;6;virtualtape;Virtual Tape
2386_17;2386;udp;17;virtualtape;Virtual Tape
2387_6;2387;tcp;6;vsamredirector;VSAM Redirector
2387_17;2387;udp;17;vsamredirector;VSAM Redirector
2388_6;2388;tcp;6;mynahautostart;MYNAH AutoStart
2388_17;2388;udp;17;mynahautostart;MYNAH AutoStart
2389_6;2389;tcp;6;ovsessionmgr;OpenView Session Mgr
2389_17;2389;udp;17;ovsessionmgr;OpenView Session Mgr
2390_6;2390;tcp;6;rsmtp;RSMTP
2390_17;2390;udp;17;rsmtp;RSMTP
2391_6;2391;tcp;6;3com-net-mgmt;3COM Net Management
2391_17;2391;udp;17;3com-net-mgmt;3COM Net Management
2392_6;2392;tcp;6;tacticalauth;Tactical Auth
2392_17;2392;udp;17;tacticalauth;Tactical Auth
2393_6;2393;tcp;6;ms-olap1;MS OLAP 1
2393_17;2393;udp;17;ms-olap1;MS OLAP 1
2394_6;2394;tcp;6;ms-olap2;MS OLAP 2
2394_17;2394;udp;17;ms-olap2;MS OLAP 2
2396_6;2396;tcp;6;wusage;Wusage
2396_17;2396;udp;17;wusage;Wusage
2397_6;2397;tcp;6;ncl;NCL
2397_17;2397;udp;17;ncl;NCL
2398_6;2398;tcp;6;orbiter;Orbiter
2398_17;2398;udp;17;orbiter;Orbiter
2399_6;2399;tcp;6;fmpro-fdal;FileMaker, Inc. - Data Access Layer
2399_17;2399;udp;17;fmpro-fdal;FileMaker, Inc. - Data Access Layer
2400_6;2400;tcp;6;opequus-server;OpEquus Server
2400_17;2400;udp;17;opequus-server;OpEquus Server
2401_6;2401;tcp;6;cvspserver;cvspserver
2401_17;2401;udp;17;cvspserver;cvspserver
2402_6;2402;tcp;6;taskmaster2000;TaskMaster 2000 Server
2402_17;2402;udp;17;taskmaster2000;TaskMaster 2000 Server
2403_6;2403;tcp;6;taskmaster2000;TaskMaster 2000 Web
2403_17;2403;udp;17;taskmaster2000;TaskMaster 2000 Web
2404_6;2404;tcp;6;iec-104;IEC 60870-5-104 process control over IP
2404_17;2404;udp;17;iec-104;IEC 60870-5-104 process control over IP
2405_6;2405;tcp;6;trc-netpoll;TRC Netpoll
2405_17;2405;udp;17;trc-netpoll;TRC Netpoll
2406_6;2406;tcp;6;jediserver;JediServer
2406_17;2406;udp;17;jediserver;JediServer
2407_6;2407;tcp;6;orion;Orion
2407_17;2407;udp;17;orion;Orion
2408_6;2408;tcp;6;railgun-webaccl;CloudFlare Railgun Web Acceleration Protocol
2408_17;2408;udp;17;;Reserved
2409_6;2409;tcp;6;sns-protocol;SNS Protocol
2409_17;2409;udp;17;sns-protocol;SNS Protocol
2410_6;2410;tcp;6;vrts-registry;VRTS Registry
2410_17;2410;udp;17;vrts-registry;VRTS Registry
2411_6;2411;tcp;6;netwave-ap-mgmt;Netwave AP Management
2411_17;2411;udp;17;netwave-ap-mgmt;Netwave AP Management
2412_6;2412;tcp;6;cdn;CDN
2412_17;2412;udp;17;cdn;CDN
2413_6;2413;tcp;6;orion-rmi-reg;orion-rmi-reg
2413_17;2413;udp;17;orion-rmi-reg;orion-rmi-reg
2414_6;2414;tcp;6;beeyond;Beeyond
2414_17;2414;udp;17;beeyond;Beeyond
2415_6;2415;tcp;6;codima-rtp;Codima Remote Transaction Protocol
2415_17;2415;udp;17;codima-rtp;Codima Remote Transaction Protocol
2416_6;2416;tcp;6;rmtserver;RMT Server
2416_17;2416;udp;17;rmtserver;RMT Server
2417_6;2417;tcp;6;composit-server;Composit Server
2417_17;2417;udp;17;composit-server;Composit Server
2418_6;2418;tcp;6;cas;cas
2418_17;2418;udp;17;cas;cas
2419_6;2419;tcp;6;attachmate-s2s;Attachmate S2S
2419_17;2419;udp;17;attachmate-s2s;Attachmate S2S
2420_6;2420;tcp;6;dslremote-mgmt;DSL Remote Management
2420_17;2420;udp;17;dslremote-mgmt;DSL Remote Management
2421_6;2421;tcp;6;g-talk;G-Talk
2421_17;2421;udp;17;g-talk;G-Talk
2422_6;2422;tcp;6;crmsbits;CRMSBITS
2422_17;2422;udp;17;crmsbits;CRMSBITS
2423_6;2423;tcp;6;rnrp;RNRP
2423_17;2423;udp;17;rnrp;RNRP
2424_6;2424;tcp;6;kofax-svr;KOFAX-SVR
2424_17;2424;udp;17;kofax-svr;KOFAX-SVR
2425_6;2425;tcp;6;fjitsuappmgr;Fujitsu App Manager
2425_17;2425;udp;17;fjitsuappmgr;Fujitsu App Manager
2426_6;2426;tcp;6;vcmp;VeloCloud MultiPath Protocol
2426_17;2426;udp;17;vcmp;VeloCloud MultiPath Protocol
2427_6;2427;tcp;6;mgcp-gateway;Media Gateway Control Protocol Gateway
2427_17;2427;udp;17;mgcp-gateway;Media Gateway Control Protocol Gateway
2428_6;2428;tcp;6;ott;One Way Trip Time
2428_17;2428;udp;17;ott;One Way Trip Time
2429_6;2429;tcp;6;ft-role;FT-ROLE
2429_17;2429;udp;17;ft-role;FT-ROLE
2430_6;2430;tcp;6;venus;venus
2430_17;2430;udp;17;venus;venus
2431_6;2431;tcp;6;venus-se;venus-se
2431_17;2431;udp;17;venus-se;venus-se
2432_6;2432;tcp;6;codasrv;codasrv
2432_17;2432;udp;17;codasrv;codasrv
2433_6;2433;tcp;6;codasrv-se;codasrv-se
2433_17;2433;udp;17;codasrv-se;codasrv-se
2434_6;2434;tcp;6;pxc-epmap;pxc-epmap
2434_17;2434;udp;17;pxc-epmap;pxc-epmap
2435_6;2435;tcp;6;optilogic;OptiLogic
2435_17;2435;udp;17;optilogic;OptiLogic
2436_6;2436;tcp;6;topx;TOP/X
2436_17;2436;udp;17;topx;TOP/X
2437_6;2437;tcp;6;unicontrol;UniControl
2437_17;2437;udp;17;unicontrol;UniControl
2438_6;2438;tcp;6;msp;MSP
2438_17;2438;udp;17;msp;MSP
2439_6;2439;tcp;6;sybasedbsynch;SybaseDBSynch
2439_17;2439;udp;17;sybasedbsynch;SybaseDBSynch
2440_6;2440;tcp;6;spearway;Spearway Lockers
2440_17;2440;udp;17;spearway;Spearway Lockers
2441_6;2441;tcp;6;pvsw-inet;Pervasive I*net Data Server
2441_17;2441;udp;17;pvsw-inet;Pervasive I*net Data Server
2442_6;2442;tcp;6;netangel;Netangel
2442_17;2442;udp;17;netangel;Netangel
2443_6;2443;tcp;6;powerclientcsf;PowerClient Central Storage Facility
2443_17;2443;udp;17;powerclientcsf;PowerClient Central Storage Facility
2444_6;2444;tcp;6;btpp2sectrans;BT PP2 Sectrans
2444_17;2444;udp;17;btpp2sectrans;BT PP2 Sectrans
2445_6;2445;tcp;6;dtn1;DTN1
2445_17;2445;udp;17;dtn1;DTN1
2447_6;2447;tcp;6;ovwdb;OpenView NNM daemon
2447_17;2447;udp;17;ovwdb;OpenView NNM daemon
2448_6;2448;tcp;6;hpppssvr;hpppsvr
2448_17;2448;udp;17;hpppssvr;hpppsvr
2449_6;2449;tcp;6;ratl;RATL
2449_17;2449;udp;17;ratl;RATL
2450_6;2450;tcp;6;netadmin;netadmin
2450_17;2450;udp;17;netadmin;netadmin
2451_6;2451;tcp;6;netchat;netchat
2451_17;2451;udp;17;netchat;netchat
2452_6;2452;tcp;6;snifferclient;SnifferClient
2452_17;2452;udp;17;snifferclient;SnifferClient
2453_6;2453;tcp;6;madge-ltd;madge ltd
2453_17;2453;udp;17;madge-ltd;madge ltd
2454_6;2454;tcp;6;indx-dds;IndX-DDS
2454_17;2454;udp;17;indx-dds;IndX-DDS
2455_6;2455;tcp;6;wago-io-system;WAGO-IO-SYSTEM
2455_17;2455;udp;17;wago-io-system;WAGO-IO-SYSTEM
2456_6;2456;tcp;6;altav-remmgt;altav-remmgt
2456_17;2456;udp;17;altav-remmgt;altav-remmgt
2457_6;2457;tcp;6;rapido-ip;Rapido_IP
2457_17;2457;udp;17;rapido-ip;Rapido_IP
2458_6;2458;tcp;6;griffin;griffin
2458_17;2458;udp;17;griffin;griffin
2459_6;2459;tcp;6;xrpl;Community
2459_17;2459;udp;17;xrpl;Community
2460_6;2460;tcp;6;ms-theater;ms-theater
2460_17;2460;udp;17;ms-theater;ms-theater
2461_6;2461;tcp;6;qadmifoper;qadmifoper
2461_17;2461;udp;17;qadmifoper;qadmifoper
2462_6;2462;tcp;6;qadmifevent;qadmifevent
2462_17;2462;udp;17;qadmifevent;qadmifevent
2463_6;2463;tcp;6;lsi-raid-mgmt;LSI RAID Management
2463_17;2463;udp;17;lsi-raid-mgmt;LSI RAID Management
2464_6;2464;tcp;6;direcpc-si;DirecPC SI
2464_17;2464;udp;17;direcpc-si;DirecPC SI
2465_6;2465;tcp;6;lbm;Load Balance Management
2465_17;2465;udp;17;lbm;Load Balance Management
2466_6;2466;tcp;6;lbf;Load Balance Forwarding
2466_17;2466;udp;17;lbf;Load Balance Forwarding
2467_6;2467;tcp;6;high-criteria;High Criteria
2467_17;2467;udp;17;high-criteria;High Criteria
2468_6;2468;tcp;6;qip-msgd;qip_msgd
2468_17;2468;udp;17;qip-msgd;qip_msgd
2469_6;2469;tcp;6;mti-tcs-comm;MTI-TCS-COMM
2469_17;2469;udp;17;mti-tcs-comm;MTI-TCS-COMM
2470_6;2470;tcp;6;taskman-port;taskman port
2470_17;2470;udp;17;taskman-port;taskman port
2471_6;2471;tcp;6;seaodbc;SeaODBC
2471_17;2471;udp;17;seaodbc;SeaODBC
2472_6;2472;tcp;6;c3;C3
2472_17;2472;udp;17;c3;C3
2473_6;2473;tcp;6;aker-cdp;Aker-cdp
2473_17;2473;udp;17;aker-cdp;Aker-cdp
2474_6;2474;tcp;6;vitalanalysis;Vital Analysis
2474_17;2474;udp;17;vitalanalysis;Vital Analysis
2475_6;2475;tcp;6;ace-server;ACE Server
2475_17;2475;udp;17;ace-server;ACE Server
2476_6;2476;tcp;6;ace-svr-prop;ACE Server Propagation
2476_17;2476;udp;17;ace-svr-prop;ACE Server Propagation
2477_6;2477;tcp;6;ssm-cvs;SecurSight Certificate Valifation Service
2477_17;2477;udp;17;ssm-cvs;SecurSight Certificate Valifation Service
2478_6;2478;tcp;6;ssm-cssps;SecurSight Authentication Server (SSL)
2478_17;2478;udp;17;ssm-cssps;SecurSight Authentication Server (SSL)
2479_6;2479;tcp;6;ssm-els;SecurSight Event Logging Server (SSL)
2479_17;2479;udp;17;ssm-els;SecurSight Event Logging Server (SSL)
2480_6;2480;tcp;6;powerexchange;Informatica PowerExchange Listener
2480_17;2480;udp;17;powerexchange;Informatica PowerExchange Listener
2481_6;2481;tcp;6;giop;Oracle GIOP
2481_17;2481;udp;17;giop;Oracle GIOP
2482_6;2482;tcp;6;giop-ssl;Oracle GIOP SSL
2482_17;2482;udp;17;giop-ssl;Oracle GIOP SSL
2483_6;2483;tcp;6;ttc;Oracle TTC
2483_17;2483;udp;17;ttc;Oracle TTC
2484_6;2484;tcp;6;ttc-ssl;Oracle TTC SSL
2484_17;2484;udp;17;ttc-ssl;Oracle TTC SSL
2485_6;2485;tcp;6;netobjects1;Net Objects1
2485_17;2485;udp;17;netobjects1;Net Objects1
2486_6;2486;tcp;6;netobjects2;Net Objects2
2486_17;2486;udp;17;netobjects2;Net Objects2
2487_6;2487;tcp;6;pns;Policy Notice Service
2487_17;2487;udp;17;pns;Policy Notice Service
2488_6;2488;tcp;6;moy-corp;Moy Corporation
2488_17;2488;udp;17;moy-corp;Moy Corporation
2489_6;2489;tcp;6;tsilb;TSILB
2489_17;2489;udp;17;tsilb;TSILB
2490_6;2490;tcp;6;qip-qdhcp;qip_qdhcp
2490_17;2490;udp;17;qip-qdhcp;qip_qdhcp
2491_6;2491;tcp;6;conclave-cpp;Conclave CPP
2491_17;2491;udp;17;conclave-cpp;Conclave CPP
2492_6;2492;tcp;6;groove;GROOVE
2492_17;2492;udp;17;groove;GROOVE
2493_6;2493;tcp;6;talarian-mqs;Talarian MQS
2493_17;2493;udp;17;talarian-mqs;Talarian MQS
2494_6;2494;tcp;6;bmc-ar;BMC AR
2494_17;2494;udp;17;bmc-ar;BMC AR
2495_6;2495;tcp;6;fast-rem-serv;Fast Remote Services
2495_17;2495;udp;17;fast-rem-serv;Fast Remote Services
2496_6;2496;tcp;6;dirgis;DIRGIS
2496_17;2496;udp;17;dirgis;DIRGIS
2497_6;2497;tcp;6;quaddb;Quad DB
2497_17;2497;udp;17;quaddb;Quad DB
2498_6;2498;tcp;6;odn-castraq;ODN-CasTraq
2498_17;2498;udp;17;odn-castraq;ODN-CasTraq
2499_6;2499;tcp;6;unicontrol;UniControl
2499_17;2499;udp;17;unicontrol;UniControl
2500_6;2500;tcp;6;rtsserv;Resource Tracking system server
2500_17;2500;udp;17;rtsserv;Resource Tracking system server
2501_6;2501;tcp;6;rtsclient;Resource Tracking system client
2501_17;2501;udp;17;rtsclient;Resource Tracking system client
2502_6;2502;tcp;6;kentrox-prot;Kentrox Protocol
2502_17;2502;udp;17;kentrox-prot;Kentrox Protocol
2503_6;2503;tcp;6;nms-dpnss;NMS-DPNSS
2503_17;2503;udp;17;nms-dpnss;NMS-DPNSS
2504_6;2504;tcp;6;wlbs;WLBS
2504_17;2504;udp;17;wlbs;WLBS
2505_6;2505;tcp;6;ppcontrol;PowerPlay Control
2505_17;2505;udp;17;ppcontrol;PowerPlay Control
2506_6;2506;tcp;6;jbroker;jbroker
2506_17;2506;udp;17;jbroker;jbroker
2507_6;2507;tcp;6;spock;spock
2507_17;2507;udp;17;spock;spock
2508_6;2508;tcp;6;jdatastore;JDataStore
2508_17;2508;udp;17;jdatastore;JDataStore
2509_6;2509;tcp;6;fjmpss;fjmpss
2509_17;2509;udp;17;fjmpss;fjmpss
2510_6;2510;tcp;6;fjappmgrbulk;fjappmgrbulk
2510_17;2510;udp;17;fjappmgrbulk;fjappmgrbulk
2511_6;2511;tcp;6;metastorm;Metastorm
2511_17;2511;udp;17;metastorm;Metastorm
2512_6;2512;tcp;6;citrixima;Citrix IMA
2512_17;2512;udp;17;citrixima;Citrix IMA
2513_6;2513;tcp;6;citrixadmin;Citrix ADMIN
2513_17;2513;udp;17;citrixadmin;Citrix ADMIN
2514_6;2514;tcp;6;facsys-ntp;Facsys NTP
2514_17;2514;udp;17;facsys-ntp;Facsys NTP
2515_6;2515;tcp;6;facsys-router;Facsys Router
2515_17;2515;udp;17;facsys-router;Facsys Router
2516_6;2516;tcp;6;maincontrol;Main Control
2516_17;2516;udp;17;maincontrol;Main Control
2517_6;2517;tcp;6;call-sig-trans;H.323 Annex E Call Control Signalling Transport
2517_17;2517;udp;17;call-sig-trans;H.323 Annex E Call Control Signalling Transport
2518_6;2518;tcp;6;willy;Willy
2518_17;2518;udp;17;willy;Willy
2519_6;2519;tcp;6;globmsgsvc;globmsgsvc
2519_17;2519;udp;17;globmsgsvc;globmsgsvc
2520_6;2520;tcp;6;pvsw;Pervasive Listener
2520_17;2520;udp;17;pvsw;Pervasive Listener
2521_6;2521;tcp;6;adaptecmgr;Adaptec Manager
2521_17;2521;udp;17;adaptecmgr;Adaptec Manager
2522_6;2522;tcp;6;windb;WinDb
2522_17;2522;udp;17;windb;WinDb
2523_6;2523;tcp;6;qke-llc-v3;Qke LLC V.3
2523_17;2523;udp;17;qke-llc-v3;Qke LLC V.3
2524_6;2524;tcp;6;optiwave-lm;Optiwave License Management
2524_17;2524;udp;17;optiwave-lm;Optiwave License Management
2525_6;2525;tcp;6;ms-v-worlds;MS V-Worlds
2525_17;2525;udp;17;ms-v-worlds;MS V-Worlds
2526_6;2526;tcp;6;ema-sent-lm;EMA License Manager
2526_17;2526;udp;17;ema-sent-lm;EMA License Manager
2527_6;2527;tcp;6;iqserver;IQ Server
2527_17;2527;udp;17;iqserver;IQ Server
2529_6;2529;tcp;6;utsftp;UTS FTP
2529_17;2529;udp;17;utsftp;UTS FTP
2530_6;2530;tcp;6;vrcommerce;VR Commerce
2530_17;2530;udp;17;vrcommerce;VR Commerce
2531_6;2531;tcp;6;ito-e-gui;ITO-E GUI
2531_17;2531;udp;17;ito-e-gui;ITO-E GUI
2532_6;2532;tcp;6;ovtopmd;OVTOPMD
2532_17;2532;udp;17;ovtopmd;OVTOPMD
2533_6;2533;tcp;6;snifferserver;SnifferServer
2533_17;2533;udp;17;snifferserver;SnifferServer
2534_6;2534;tcp;6;combox-web-acc;Combox Web Access
2534_17;2534;udp;17;combox-web-acc;Combox Web Access
2535_6;2535;tcp;6;madcap;MADCAP
2535_17;2535;udp;17;madcap;MADCAP
2536_6;2536;tcp;6;btpp2audctr1;btpp2audctr1
2536_17;2536;udp;17;btpp2audctr1;btpp2audctr1
2537_6;2537;tcp;6;upgrade;Upgrade Protocol
2537_17;2537;udp;17;upgrade;Upgrade Protocol
2538_6;2538;tcp;6;vnwk-prapi;vnwk-prapi
2538_17;2538;udp;17;vnwk-prapi;vnwk-prapi
2539_6;2539;tcp;6;vsiadmin;VSI Admin
2539_17;2539;udp;17;vsiadmin;VSI Admin
2540_6;2540;tcp;6;lonworks;LonWorks
2540_17;2540;udp;17;lonworks;LonWorks
2541_6;2541;tcp;6;lonworks2;LonWorks2
2541_17;2541;udp;17;lonworks2;LonWorks2
2542_6;2542;tcp;6;udrawgraph;uDraw(Graph)
2542_17;2542;udp;17;udrawgraph;uDraw(Graph)
2543_6;2543;tcp;6;reftek;REFTEK
2543_17;2543;udp;17;reftek;REFTEK
2544_6;2544;tcp;6;novell-zen;Management Daemon Refresh
2544_17;2544;udp;17;novell-zen;Management Daemon Refresh
2545_6;2545;tcp;6;sis-emt;sis-emt
2545_17;2545;udp;17;sis-emt;sis-emt
2546_6;2546;tcp;6;vytalvaultbrtp;vytalvaultbrtp
2546_17;2546;udp;17;vytalvaultbrtp;vytalvaultbrtp
2547_6;2547;tcp;6;vytalvaultvsmp;vytalvaultvsmp
2547_17;2547;udp;17;vytalvaultvsmp;vytalvaultvsmp
2548_6;2548;tcp;6;vytalvaultpipe;vytalvaultpipe
2548_17;2548;udp;17;vytalvaultpipe;vytalvaultpipe
2549_6;2549;tcp;6;ipass;IPASS
2549_17;2549;udp;17;ipass;IPASS
2550_6;2550;tcp;6;ads;ADS
2550_17;2550;udp;17;ads;ADS
2551_6;2551;tcp;6;isg-uda-server;ISG UDA Server
2551_17;2551;udp;17;isg-uda-server;ISG UDA Server
2552_6;2552;tcp;6;call-logging;Call Logging
2552_17;2552;udp;17;call-logging;Call Logging
2553_6;2553;tcp;6;efidiningport;efidiningport
2553_17;2553;udp;17;efidiningport;efidiningport
2554_6;2554;tcp;6;vcnet-link-v10;VCnet-Link v10
2554_17;2554;udp;17;vcnet-link-v10;VCnet-Link v10
2555_6;2555;tcp;6;compaq-wcp;Compaq WCP
2555_17;2555;udp;17;compaq-wcp;Compaq WCP
2556_6;2556;tcp;6;nicetec-nmsvc;nicetec-nmsvc
2556_17;2556;udp;17;nicetec-nmsvc;nicetec-nmsvc
2557_6;2557;tcp;6;nicetec-mgmt;nicetec-mgmt
2557_17;2557;udp;17;nicetec-mgmt;nicetec-mgmt
2558_6;2558;tcp;6;pclemultimedia;PCLE Multi Media
2558_17;2558;udp;17;pclemultimedia;PCLE Multi Media
2559_6;2559;tcp;6;lstp;LSTP
2559_17;2559;udp;17;lstp;LSTP
2560_6;2560;tcp;6;labrat;labrat
2560_17;2560;udp;17;labrat;labrat
2561_6;2561;tcp;6;mosaixcc;MosaixCC
2561_17;2561;udp;17;mosaixcc;MosaixCC
2562_6;2562;tcp;6;delibo;Delibo
2562_17;2562;udp;17;delibo;Delibo
2563_6;2563;tcp;6;cti-redwood;CTI Redwood
2563_17;2563;udp;17;cti-redwood;CTI Redwood
2564_6;2564;tcp;6;hp-3000-telnet;HP 3000 NS/VT block mode telnet
2564_17;2564;udp;17;hp-3000-telnet;HP 3000 NS/VT block mode telnet
2565_6;2565;tcp;6;coord-svr;Coordinator Server
2565_17;2565;udp;17;coord-svr;Coordinator Server
2566_6;2566;tcp;6;pcs-pcw;pcs-pcw
2566_17;2566;udp;17;pcs-pcw;pcs-pcw
2567_6;2567;tcp;6;clp;Cisco Line Protocol
2567_17;2567;udp;17;clp;Cisco Line Protocol
2568_6;2568;tcp;6;spamtrap;SPAM TRAP
2568_17;2568;udp;17;spamtrap;SPAM TRAP
2569_6;2569;tcp;6;sonuscallsig;Sonus Call Signal
2569_17;2569;udp;17;sonuscallsig;Sonus Call Signal
2570_6;2570;tcp;6;hs-port;HS Port
2570_17;2570;udp;17;hs-port;HS Port
2571_6;2571;tcp;6;cecsvc;CECSVC
2571_17;2571;udp;17;cecsvc;CECSVC
2572_6;2572;tcp;6;ibp;IBP
2572_17;2572;udp;17;ibp;IBP
2573_6;2573;tcp;6;trustestablish;Trust Establish
2573_17;2573;udp;17;trustestablish;Trust Establish
2574_6;2574;tcp;6;blockade-bpsp;Blockade BPSP
